Name
"ACM Transactions on Spatial Algorithms and Systems"
"ACM Transactions on Asian and Low-Resource Language Information Processing"
"ACM Transactions on Architecture and Code Optimization"
"ACM Transactions on Sensor Networks"
"ACM Journal on Emerging Technologies in Computing Systems"
"ACM Transactions on Interactive Intelligent Systems"
"ACM Transactions on the Web"
"ACM Transactions on Database Systems"
"ACM Transactions on Computation Theory"
"ACM Transactions on Mathematical Software"
"ACM Transactions on Algorithms"
"ACM Transactions on Modelling and Computer Simulations"
"ACM Transactions on Computer Systems"
"ACM Transactions on Knowledge Discovery from Data"
"ACM Transactions on Storage"
"ACM Transactions on Accessible Computing"
"Test"
